Localidad,Rubro,NomComercio,Direccion,Prefijo,NroTel,Dto,Provincia,ImgCooBUENOS AIRESp,ImgCoopLink,ImgComercio,Latitud,Longitud
LOBERÍA,MUEBLES,MUEBLES OMAR,AV. SAN MARTÍN 438,2261,440959,10,BUENOS AIRES,,,,-38.1665018,-58.7786596
LOBERÍA,ÓPTICA,LUZ CENTRO ÓPTICO,SAAVEDRA 19,2261,442356,15,BUENOS AIRES,,,,-38.1662923,-58.7786591
LOBERÍA,ÓPTICA,ÓPTICA RAGGIO,HIPÓLITO IRIGOYEN 26,2261,443845,15,BUENOS AIRES,,,,-38.1625191,-58.7824235
LONCOPUÉ,INDUMENTARIA,TIENDA BETA,AV. SAN MARTÍN S/N,2948,498518,15,Neuquén,,,,-38.0701189,-70.6154837
LUIS BELTRÁN,ÓPTICA,ÓPTICA GALILEO - LUIS BELTRÁN,3 DE FEBRERO 473,2946,480569,15,RÍO NEGRO,,,,-39.31052,-65.7652312
LUIS BELTRÁN,INDUMENTARIA,ARABESQUE SPORT,CALLE PADRE BRIZOLA Y DOMINGO FRENCH 0,2984,218976,15,RÍO NEGRO,,,,-39.3124917,-65.7586025
MADARIAGA,BLANCO,COLCHONES PINAMAR,RUTA 11 KM 397,,,10,BUENOS AIRES,,,,-37.1336441,-56.9101409
MADARIAGA,MUEBLES,AMOBLAMIENTOS ABECORAJOR,SARMIENTO 993,2267,555039,10,BUENOS AIRES,,,,-37.0018784,-57.1358949
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,ALBERTI 1610 - PASEO ALDREY,223,4519155,15,BUENOS AIRES,,,,-38.012297,-57.543921
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,AV. CONSTITUCIÓN 5092,223,4795177,15,BUENOS AIRES,,,,-37.9652058,-57.5547166
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,AV. JUAN B. JUSTO 1301,223,4895445,15,BUENOS AIRES,,,,-38.0313605,-57.5543876
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,GÜEMES 2951,223,4513077,15,BUENOS AIRES,,,,-38.0160274,-57.5422406
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,SAN JUAN 1701,223,4760188,15,BUENOS AIRES,,,,-37.991222,-57.563143
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,SAN MARTÍN 2402,223,4944570,15,BUENOS AIRES,,,,-38.000469,-57.54503
MAR DEL PLATA,DEPORTE,ROSSI ROSSI,SAN MARTÍN 2696,223,4910535,15,BUENOS AIRES,,,,-38.0054771,-57.5426106
MAR DEL PLATA,DEPORTE,SPORT SERVICE,CÓRDOBA 1751,223,5626104,15,BUENOS AIRES,,,,-37.9998205,-57.5473622
MAR DEL PLATA,FARMACIA,FARMACIA PIZZOLO,AV. MARIO BRAVO 2067,223,4841484,15,BUENOS AIRES,,,,-38.0698762,-57.5584639
MAR DEL PLATA,FARMACIA,FARMACIA PIZZOLO,AV. FORTUNATO DE LA PLAZA,223,4804932,15,BUENOS AIRES,,,,-38.0372886,-57.5815358
MAR DEL PLATA,FARMACIA,FARMACIA PIZZOLO,VERTIZ 4282,223,4809795,15,BUENOS AIRES,,,,-38.0420679,-57.5616145
MAR DEL PLATA,FARMACIA,FARMACIAS CONSTITUCIÓN,AV. CONSTITUCIÓN 6679,223,4793333,15,BUENOS AIRES,,,,-37.9570819,-57.5704529
MAR DEL PLATA,FARMACIA,FARMACIAS CONSTITUCIÓN,AV. LURO 7498,223,4773676,15,BUENOS AIRES,,,,-37.9738359,-57.5955512
MAR DEL PLATA,FARMACIA,FARMACIAS CONSTITUCIÓN,AV. CONSTITUCIÓN 6995,223,4716464,15,BUENOS AIRES,,,,-37.9552807,-57.5733135
MAR DEL PLATA,FARMACIA,FARMACIAS CONSTITUCIÓN,AV. CONSTITUCIÓN 6001,223,4710220,15,BUENOS AIRES,,,,-37.9600571,-57.5637734
MAR DEL PLATA,FARMACIA,FARMACIAS CONSTITUCIÓN,AV. JUAN B. JUSTO 494,223,4801616,15,BUENOS AIRES,,,,-38.0369997,-57.5476434
MAR DEL PLATA,INDUMENTARIA,1946,SAN JUAN 1946,223,4756966,15,BUENOS AIRES,,,,-37.9933381,-57.5645759
MAR DEL PLATA,INDUMENTARIA,1946,ALBERTI 2319,223,5257082,15,BUENOS AIRES,,,,-38.0079916,-57.549958
MAR DEL PLATA,INDUMENTARIA,BEACHBREAK SURF SHOP,AV. CONSTITUCIÓN 6522,223,4716051,15,BUENOS AIRES,,,,-37.9577991,-57.5687829
MAR DEL PLATA,INDUMENTARIA,BORDER,ALBERTI 2432,223,6892132,15,BUENOS AIRES,,,,-38.0076329,-57.5512194
MAR DEL PLATA,INDUMENTARIA,CORRADO HOMBRES,RIVADAVIA 4169,223,4752999,15,BUENOS AIRES,,,,-37.9921145,-57.5632601
MAR DEL PLATA,INDUMENTARIA,EXPRESS,ALBERTI 1610 - PASEO ALDREY,223,4519022,15,BUENOS AIRES,,,,-38.012297,-57.543921
MAR DEL PLATA,INDUMENTARIA,EXPRESS,AV. LURO 4202,223,4736198,15,BUENOS AIRES,,,,-37.9904379,-57.562534
MAR DEL PLATA,INDUMENTARIA,EXPRESS,AV. JUAN B. JUSTO 1543,223,4805713,15,BUENOS AIRES,,,,-38.0298148,-57.5565085
MAR DEL PLATA,INDUMENTARIA,EXPRESS,CASTELLI 1302,223,4862927,15,BUENOS AIRES,,,,-38.0156474,-57.5417252
MAR DEL PLATA,INDUMENTARIA,EXPRESS,GÜEMES 2781,223,4861590,15,BUENOS AIRES,,,,-38.0146329,-57.5410423
MAR DEL PLATA,INDUMENTARIA,EXPRESS,RIVADAVIA 3050- LOS GALLEGOS SHOPPING,223,4920697,15,BUENOS AIRES,,,,-37.9982793,-57.5524777
MAR DEL PLATA,INDUMENTARIA,EXPRESS,SAN MARTÍN 2656,223,4918637,15,BUENOS AIRES,,,,-37.999254,-57.547587
MAR DEL PLATA,INDUMENTARIA,MLC FITNESS,AV. JARA 14,223,4747357,15,BUENOS AIRES,,,,-37.9737827,-57.5600176
MAR DEL PLATA,INDUMENTARIA,MONTAGNE GÜEMES,GÜEMES 2620,,,15,BUENOS AIRES,,,,-38.0135786,-57.5398838
MAR DEL PLATA,INDUMENTARIA,MONTAGNE JUAN B. JUSTO,JUAN B. JUSTO 1096,,,15,BUENOS AIRES,,,,-37.9704352,-57.6353706
MAR DEL PLATA,INDUMENTARIA,MORO,SAN JUAN 1746,223,4727486,15,BUENOS AIRES,,,,-37.9917513,-57.5632432
MAR DEL PLATA,INDUMENTARIA,OZ SPORT,RIVADAVIA 4175,223,4752999,15,BUENOS AIRES,,,,-37.9921185,-57.5633252
MAR DEL PLATA,INDUMENTARIA,QALOKOTE SURF SHOP,AV. TEJEDOR 997,223,4711171,15,BUENOS AIRES,,,,-37.9656738,-57.5538996
MAR DEL PLATA,INDUMENTARIA,SILK,RIVADAVIA 3473,223,4764968,15,BUENOS AIRES,,,,-37.9956882,-57.5563215
MAR DEL PLATA,INDUMENTARIA,URBANO,AV. TEJEDOR 63,223,4715667,15,BUENOS AIRES,,,,-37.972968,-57.5598696
MAR DEL PLATA,JOYERÍA Y RELOJERÍA,O'CLOCK,SAN JUAN 1947,223,5038381,15,BUENOS AIRES,,,,-37.993031,-57.5645925
MAR DEL PLATA,LIBRERÍA,CASA CONFORTI,RIVADAVIA 2701,223,4950898,15,BUENOS AIRES,,,,-37.99963,-57.548532
MAR DEL PLATA,LIBRERÍA,CASA CRONOPIA,BELGRANO 2646,223,4952698,15,BUENOS AIRES,,,,-38.0010506,-57.5488101
MAR DEL PLATA,LIBRERÍA,HAY DE TODO,AV. CONSTITUCIÓN 6639,223,4797301,15,BUENOS AIRES,,,,-37.957298,-57.5700737
MAR DEL PLATA,LIBRERÍA,LIBRERÍA COLÓN,FIGUEROA ALCORTA 409,223,4892154,15,BUENOS AIRES,,,,-38.0435793,-57.5457915
MAR DEL PLATA,LIBRERÍA,LIBRERÍA KEN,SAN MARTÍN 3060,223,4916836,15,BUENOS AIRES,,,,-37.9974684,-57.5516204
MAR DEL PLATA,LIBRERÍA,LIBRERÍA LANCI,ALBERTI 1944,223,4923270,15,BUENOS AIRES,,,,-38.0101139,-57.5462355
MAR DEL PLATA,LIBRERÍA,LO QUE BUSCÁS GRACIANA,AV. COLÓN 7418,223,,15,BUENOS AIRES,,,,-37.9789658,-57.5986864
MAR DEL PLATA,LIBRERÍA,V + B,BELGRANO 4202,223,4736538,15,BUENOS AIRES,,,,-37.99285,-57.56451
MAR DEL PLATA,ÓPTICA,LA ÓPTICA DE GRACIELA ZORIÁN,MORENO 2901,223,4913434,15,BUENOS AIRES,,,,-38.000192,-57.551759
MAR DEL PLATA,ÓPTICA,ÓPTICA CORONEL,SAN JUAN 1883,223,4740347,15,BUENOS AIRES,,,,-37.992631,-57.564308
MAR DEL PLATA,ÓPTICA,ÓPTICA EL RESPLANDOR,AV. CONSTITUCIÓN 6625,223,4794400,15,BUENOS AIRES,,,,-37.9570781,-57.5696754
MAR DEL PLATA,ÓPTICA,ÓPTICA GALLARDO,ALBERTI 2031,223,4933267,15,BUENOS AIRES,,,,-38.0094977,-57.547109
MAR DEL PLATA,ÓPTICA,ÓPTICA PLENA VISIÓN,AV. TEJEDOR 554,223,4716474,15,BUENOS AIRES,,,,-37.9691369,-57.5562575
MAR DEL PLATA,ÓPTICA,ÓPTICA RIVADAVIA,RIVADAVIA 4190,223,4747485,15,BUENOS AIRES,,,,-37.9922079,-57.5636581
MAR DEL PLATA,ÓPTICA,ÓPTICA VAL MIC,DIAGONAL PUEYRREDÓN 3031,223,5999988,15,BUENOS AIRES,,,,-37.9985244,-57.5515418
MAR DEL PLATA,ÓPTICA,ÓPTICA VISIÓN SOCIAL,J. PERALTA RAMOS 2132,223,4938286,15,BUENOS AIRES,,,,-38.0337643,-57.5887519
MONTE HERMOSO,INDUMENTARIA,ABISMO,PEATONAL DORREGO LOCAL 5,291,4520181,15,BUENOS AIRES,,,,-38.9871036,-61.2879924
MONTE HERMOSO,INDUMENTARIA,CÓMO TE QUIERO,GAL. PASEO DE LA COSTA LOCAL 2,2921,409824,15,BUENOS AIRES,,,,-38.9871989,-61.2882052
MONTE HERMOSO,INDUMENTARIA,FAIR PLAY,MAJLUF 273,291,6444676,15,BUENOS AIRES,,,,-38.9878667,-61.287567
MONTE HERMOSO,INDUMENTARIA,FRAMBUESA,DUFAUR 85,2921,483066,15,BUENOS AIRES,,,,-38.988638,-61.2867422
MONTE HERMOSO,INDUMENTARIA,MADUS,VALLE ENCANTADO 76,2921,481023,15,BUENOS AIRES,,,,-38.9874387,-61.2854228
MONTE HERMOSO,INDUMENTARIA,MADUS - MONTE HERMOSO,VALLE ENCANTADO 76,2921,21-481023,15,BUENOS AIRES,,,,-38.9874387,-61.2854228
MONTE HERMOSO,INDUMENTARIA,ONDA JOVEN,ARGENTINA 33,291,4255454,15,BUENOS AIRES,,,,-38.9878667,-61.287567
MONTE HERMOSO,INDUMENTARIA,RUCCA CAMPERAS - MTE. HERMOSO,DORREGO 286,2921,482762,15,BUENOS AIRES,,,,-38.9866529,-61.288058
MONTE HERMOSO,INDUMENTARIA,VICENTINO,MAJLUF 388,291,4819061,15,BUENOS AIRES,,,,-38.9878667,-61.287567
MONTE HERMOSO,JOYERÍA Y RELOJERÍA,CAREY -MONTE HERMOSO,PEATONAL DORREGO 256,,,15,BUENOS AIRES,,,,-38.9869513,-61.2881639
MONTE HERMOSO,LIBRERÍA,ACUARIO,MAJLUF 729,2921,481922,15,BUENOS AIRES,,,,-38.9878667,-61.287567
NECOCHEA,DEPORTE,ZAPATILANDIA INFORMAL,AV. 59 Nº 2720,2262,438977,15,BUENOS AIRES,,,,-38.5533126,-58.7402595
NECOCHEA,INDUMENTARIA,AMELA,AV. 59 N 2054,2262,317009,15,BUENOS AIRES,,,,-38.5585581,-58.733591
NECOCHEA,INDUMENTARIA,CASA HIDALGO,CALLE 62 Nº 2854,2262,220438,15,BUENOS AIRES,,,,-38.5524434,-58.7409321
NECOCHEA,INDUMENTARIA,CASA PRIETO,AV. 75 Nº 1725,2262,430505,15,BUENOS AIRES,,,,-38.5674541,-58.738604
NECOCHEA,INDUMENTARIA,EXACT ELEMENT,CALLE 57 Nº 2831,2262,522801,15,BUENOS AIRES,,,,-38.5519893,-58.7406672
NECOCHEA,INDUMENTARIA,INDIA ROPA HINDÚ,CALLE 83 Nº 233,2262,523592,15,BUENOS AIRES,,,,-38.582422,-58.7293441
NECOCHEA,INDUMENTARIA,LEGACY-NECOCHEA,CALLE 61 Nº 2915 LOCAL 3,2262,474012,15,BUENOS AIRES,,,,-38.5528937,-58.7438555
NECOCHEA,INDUMENTARIA,MILENNIUM,AV. 59 Nº 2888,2262,528095,15,BUENOS AIRES,,,,-38.5521419,-58.7418585
NECOCHEA,INDUMENTARIA,MOIRA,CALLE 61 Nº 2840,2262,423675,15,BUENOS AIRES,,,,-38.5533862,-58.7425049
NECOCHEA,INDUMENTARIA,OSCARCITO,AV. 59 Nº 2829,2262,426021,15,BUENOS AIRES,,,,-38.552907,-58.7419919
NECOCHEA,INDUMENTARIA,RESKATE,CALLE 64 Nº 2946 LOCAL 32,2262,426542,15,BUENOS AIRES,,,,-38.5525731,-58.742946
NECOCHEA,JOYERÍA Y RELOJERÍA,GARRIE,CALLE 62 Nº 2990,2262,430669,15,BUENOS AIRES,,,,-38.5536469,-58.7424395
NECOCHEA,JOYERÍA Y RELOJERÍA,RELOJERÍA DI LELLO,CALLE 62 Nº 2943,2262,422500,15,BUENOS AIRES,,,,-38.5534763,-58.7417568
NECOCHEA,LIBRERÍA,LIBRERÍA EL ÁGUILA,CALLE 62 Nº 2802,2262,522821,15,BUENOS AIRES,,,,-38.5520762,-58.7403976
NECOCHEA,ÓPTICA,DESERIO ÓPTICA Y CONTACTOLOGÍA,AV. 59 Nº 2767,2262,523416,15,BUENOS AIRES,,,,-38.5532228,-58.7413887
NEUQUÉN,ALIMENTO PARA MASCOTAS,MARTÍN PESCADOR,BELGRANO 2749,299,4468222,10,Neuquén,,,,-38.9503999,-68.0973866
NEUQUÉN,BICICLETERÍA,BICICLETERÍA VICTORIA,CATRIEL 270,299,4423164,10,Neuquén,,,,-38.9530849,-68.0844293
NEUQUÉN,BICICLETERÍA,RODADOS VILLALBA,GODOY 551,299,154045621,10,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,BELL´S,AV. OLASCOAGA 255,299,4422885,15,Neuquén,,,,-38.9577718,-68.0595369
NEUQUÉN,INDUMENTARIA,BELL´S BOUTIQUE,AV. OLASCOAGA Y PERITO MORENO 0,299,4422885,15,Neuquén,,,,-38.9580875,-68.0585997
NEUQUÉN,INDUMENTARIA,BETEL,GODOY 315,299,155229395,15,Neuquén,,,,-38.9351134,-68.2332987
NEUQUÉN,INDUMENTARIA,BRISA TENDENCIA,GODOY 571,299,4469097,15,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,CANDELA MODAS,CHOCÓN 645,299,4431120,15,Neuquén,,,,-38.9691117,-68.0502893
NEUQUÉN,INDUMENTARIA,CELESTINO,GODOY 245,299,4469034,15,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,DINASTÍA,REPÚBLICA DE ITALIA Y RÍO GALLEGOS 0,299,155949971,15,Neuquén,,,,-38.9285095,-68.1177758
NEUQUÉN,INDUMENTARIA,ESTARGUAPA,GODOY 355,299,154022487,15,Neuquén,,,,-38.9351134,-68.2332972
NEUQUÉN,INDUMENTARIA,GEORGINA,COLIBRÍ 1695,299,156370131,15,Neuquén,,,,-38.9367989,-68.1187114
NEUQUÉN,INDUMENTARIA,JAZMÍN INDUMENTARIA,TUCUMÁN 356,299,156022075,15,Neuquén,,,,-38.9512859,-68.0522062
NEUQUÉN,INDUMENTARIA,JUNGLA URBANA,GODOY 1146,299,5665514,15,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,KACHUREOS,LINARES 1582,298,155321274,15,Neuquén,,,,-38.9720821,-68.0452475
NEUQUÉN,INDUMENTARIA,KAMASUTRA,ALCORTA 86,299,4427738,15,Neuquén,,,,-38.958401,-68.0604264
NEUQUÉN,INDUMENTARIA,MATU,GODOY 19,299,154584237,15,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,MISTRAL,RÍO NEGRO 256 - LOCAL 12,299,4488555,15,Neuquén,,,,-38.9516784,-68.0591888
NEUQUÉN,INDUMENTARIA,MISTRAL DEL ALTO,ALBERDI 32,299,155281451,15,Neuquén,,,,-38.9528619,-68.0585996
NEUQUÉN,INDUMENTARIA,MONTAGNE,AV. ARGENTINA 197,291,154131246,15,Neuquén,,,,-38.9532741,-68.0586266
NEUQUÉN,INDUMENTARIA,MUJER BONITA - NEUQUÉN,LÁINEZ 224,299,4437733,15,Neuquén,,,,-38.957336,-68.0661189
NEUQUÉN,INDUMENTARIA,MUJER BONITA II,GODOY 364,299,154293918,15,Neuquén,,,,-38.9351134,-68.2332968
NEUQUÉN,INDUMENTARIA,PINTURERÍAS OPUS,GODOY 1772,299,4469000,15,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,RANCH-NEUQUÉN,SARMIENTO 222,299,4425922,15,Neuquén,,,,-38.957323,-68.062493
NEUQUÉN,INDUMENTARIA,ROCKERÍA MITRE,CORRIENTES 240,299,155486944,15,Neuquén,,,,-38.9576307,-68.0566257
NEUQUÉN,INDUMENTARIA,ROCKERÍA MITRE I,MITRE 157 - LOCAL 10,299,155486944,15,Neuquén,,,,-38.9516784,-68.0591888
NEUQUÉN,INDUMENTARIA,SPORTMAN NEWS,SAN LUIS 238,299,4423048,15,Neuquén,,,,-38.9577216,-68.0605867
NEUQUÉN,INDUMENTARIA,TIENDA EDDI,SARMIENTO 42,299,4425092,15,Neuquén,,,,-38.9573791,-68.0597444
NEUQUÉN,INDUMENTARIA,TIENDA EL SOL,GODOY 635,299,4453883,15,Neuquén,,,,-38.9535983,-68.1173831
NEUQUÉN,INDUMENTARIA,TIENDA Y MERCERÍA BELGRANO,EL CHOCÓN 720,299,4484303,15,Neuquén,,,,-38.9687911,-68.0494509
NEUQUÉN,INDUMENTARIA,UNELEN,PERITO MORENO 27,299,155677836,15,Neuquén,,,,-38.9582477,-68.0585144
NEUQUÉN,INDUMENTARIA,ZAFIRO Y LA PERLA - NQN I,FÉLIX SAN MARTÍN 166,299,4422875,15,Neuquén,,,,-38.959232,-68.0567141
NEUQUÉN,JOYERÍA Y RELOJERÍA,RELOJERÍA SARMIENTO,SARMIENTO 776,299,4432190,15,Neuquén,,,,-38.957209,-68.0701803
NEUQUÉN,JOYERÍA Y RELOJERÍA,SERVICE RELOJERÍA,BUENOS AIRES 90,299,4485805,15,Neuquén,,,,-37.2017285,-59.8410697
NEUQUÉN,LENCERÍA,MONTEMAR,RÍO NEGRO 255,299,4427316,10,Neuquén,,,,-38.9577562,-68.0565306
NEUQUÉN,LIBRERÍA,LA CASA DEL CARTUCHO - NQN,ALCORTA 223,299,4470909,15,Neuquén,,,,-38.958118,-68.06261
NEUQUÉN,ÓPTICA,LUMIERE,BELGRANO 4120,299,154223399,15,Neuquén,,,,-38.9505369,-68.1164291
NEUQUÉN,ÓPTICA,ÓPTICA DESIGN,SARMIENTO 562,299,4425760,15,Neuquén,,,,-38.9577016,-68.0671036
NEUQUÉN,ÓPTICA,ÓPTICA SARMIENTO,SARMIENTO 148,299,4422191,15,Neuquén,,,,-38.957272,-68.061424
NEUQUÉN,ÓPTICA,ÓPTICA SARMIENTO I,AV. OLASCOAGA 0,299,4430905,15,Neuquén,,,,-38.9550282,-68.0590557
NEUQUÉN,ÓPTICA,ÓPTICA WOLF,25 DE MAYO 9,299,4472921,15,Neuquén,,,,-38.9521322,-68.0588048
NEUQUÉN,ÓPTICA,ÓPTICA WOLF CENTER - NEUQUÉN,AV. ARGENTINA 102,299,4471483,15,Neuquén,,,,-38.9538753,-68.0595257
NEUQUÉN,ÓPTICA,SOL ÓPTICA,ALBERDI 119,299,155971547,15,Neuquén,,,,-38.9530867,-68.0570538
NEUQUÉN,ZAPATERÍA,AHYRE ZAPATERÍA,SAN LUIS 216,299,155050294,10,Neuquén,,,,-38.9573781,-68.0605602
NEUQUÉN,ZAPATERÍA,DOROTEA CALZADOS,GODOY 385,299,154120587,10,Neuquén,,,,-38.9351134,-68.2332961
NEUQUÉN,ZAPATERÍA,CALZADOS 10 PUNTOS,MITRE 101,299,4778692,10,Neuquén,,,,-38.957381,-68.0574855
NEUQUÉN,ZAPATERÍA,CALZADOS 10 PUNTOS,SARMIENTO 164,299,4486423,10,Neuquén,,,,-38.9573667,-68.0616541
NEUQUÉN,ZAPATERÍA,CALZADOS 10 PUNTOS,DR. RAMON Y CASILDA 0,299,4005797/4005808,10,Neuquén,,,,-38.9546427,-68.1160619
OLAVARRÍA,INDUMENTARIA,ANKARA,GRAL. PAZ 2823,2284,418811,15,BUENOS AIRES,,,,-36.8946414,-60.3227775
OLAVARRÍA,INDUMENTARIA,AQUIRA,AV. COLÓN 2598,2284,332360,15,BUENOS AIRES,,,,-36.8884859,-60.3190783
OLAVARRÍA,INDUMENTARIA,CARBONO MEN,VTE. LÓPEZ 2477,2284,417466,15,BUENOS AIRES,,,,-36.8952017,-60.3260584
OLAVARRÍA,INDUMENTARIA,CARLOS SPORT,VTE. LÓPEZ 2945,2284,411923,15,BUENOS AIRES,,,,-36.8920337,-60.322176
OLAVARRÍA,INDUMENTARIA,CUER Y PEL PLUS,NECOCHEA 2787,,,15,BUENOS AIRES,,,,-36.8916213,-60.3199004
OLAVARRÍA,INDUMENTARIA,DENIM WARLOCK STORE OLAVARRÍA,NECOCHEA 3263,,,15,BUENOS AIRES,,,,-36.8947747,-60.3159298
OLAVARRÍA,INDUMENTARIA,DI TASCA,VTE. LÓPEZ 2881,2284,419488,15,BUENOS AIRES,,,,-36.8925238,-60.3226351
OLAVARRÍA,INDUMENTARIA,DUCK KING,BELGRANO 2951,2284,416893,15,BUENOS AIRES,,,,-36.8939961,-60.3200939
OLAVARRÍA,INDUMENTARIA,JOSEFINA TRONCOSO,BELGRANO 3132,2284,320162,15,BUENOS AIRES,,,,-36.8955221,-60.3189727
OLAVARRÍA,INDUMENTARIA,LA ROCKET,VTE. LÓPEZ 3046,2284,415467,15,BUENOS AIRES,,,,-36.8916402,-60.3211236
OLAVARRÍA,INDUMENTARIA,MINOTAURO,VTE. LÓPEZ 2719,2284,444540,15,BUENOS AIRES,,,,-36.893502,-60.3239305
OLAVARRÍA,INDUMENTARIA,MUJER Y HOMBRE DE HOY,SAN MARTÍN 2106,2284,426768,15,BUENOS AIRES,,,,-36.8889629,-60.3279362
OLAVARRÍA,INDUMENTARIA,PAMPERO,BELGRANO 2825,2284,429724,15,BUENOS AIRES,,,,-36.8932255,-60.3212687
OLAVARRÍA,INDUMENTARIA,ROCA PLANA,VTE. LÓPEZ 3201,2284,410648,15,BUENOS AIRES,,,,-36.8904988,-60.319896
OLAVARRÍA,INDUMENTARIA,SION SKATESHOP,BELGRANO 2655,2284,412450,15,BUENOS AIRES,,,,-36.8921191,-60.3226286
OLAVARRÍA,INDUMENTARIA,SLICE,VTE. LÓPEZ 2655,,,15,BUENOS AIRES,,,,-36.8939117,-60.3244244
OLAVARRÍA,INDUMENTARIA,SLICE,NECOCHEA 2903,2284,441834,15,BUENOS AIRES,,,,-36.892497,-60.3188217
OLAVARRÍA,INDUMENTARIA,SPORT CENTER,VTE. LÓPEZ 2803,2284,604229,15,BUENOS AIRES,,,,-36.8931226,-60.3231133
OLAVARRÍA,INDUMENTARIA,TIEMPO DE AVENTURA,GRAL. PAZ 2911,2284,420008,15,BUENOS AIRES,,,,-36.895128,-60.3221971
OLAVARRÍA,INDUMENTARIA,TIENDA EL OBRERO,NECOCHEA 3132,2284,418600,15,BUENOS AIRES,,,,-36.8941749,-60.3172424
OLAVARRÍA,INDUMENTARIA,WAITING,VTE. LÓPEZ 2550,2284,421088,15,BUENOS AIRES,,,,-36.8948258,-60.3251112
OLAVARRÍA,INDUMENTARIA,ZONA CERO,GRAL. PAZ 2734,2284,412717,15,BUENOS AIRES,,,,-36.8942102,-60.323887
OLAVARRÍA,JOYERÍA Y RELOJERÍA,JOYERÍA LLERA,RIVADAVIA 3081,2284,423082,15,BUENOS AIRES,,,,-36.891981,-60.3201957
OLAVARRÍA,LIBRERÍA,EL FARO DE ALEJANDRÍA,NECOCHEA 3147,2284,411364,15,BUENOS AIRES,,,,-36.8940374,-60.3168803
OLAVARRÍA,ÓPTICA,ÓPTICA CLAUDIA GAITE,VTE. LÓPEZ 2652,2284,419469,15,BUENOS AIRES,,,,-36.894144,-60.324297
OLAVARRÍA,ÓPTICA,ÓPTICA DUMA,BELGRANO 2641,2284,414100,15,BUENOS AIRES,,,,-36.8919904,-60.3227192
OLAVARRÍA,ZAPATERÍA,SIGLO XXI,NECOCHEA 3230,2284,417574,10,BUENOS AIRES,,,,-36.8948604,-60.3164352
OSTENDE,BEBÉS Y NIÑOS,ARCO IRIS,AV. VÍCTOR HUGO 1299,2254,480888,10,BUENOS AIRES,,,,-37.1297444,-56.8878934
OSTENDE,BLANCO,TEXTIL HOGAR,AV. VÍCTOR HUGO 2070,11,60432109,10,BUENOS AIRES,,,,-37.1293804,-56.8982538
OSTENDE,COTILLÓN,COTILLÓN ILUSIONES,AV. VÍCTOR HUGO 1832,2254,494742,10,BUENOS AIRES,,,,-37.1296772,-56.8953526
OSTENDE,INDUMENTARIA,SOFÍA SALVATTO,AV. VÍCTOR HUGO 1232,2254,402527,15,BUENOS AIRES,,,,-37.1302417,-56.887454
OSTENDE,ÓPTICA,OPTICA NOVALENT,AV. VÍCTOR HUGO 1825 L9,2254,406557,15,BUENOS AIRES,,,,-37.1293189,-56.8950914
OSTENDE,PELUQUERÍA,NANCY CORONEL,AV. VÍCTOR HUGO 1341,2254,514778,15,BUENOS AIRES,,,,-37.1297111,-56.8884969
OSTENDE,TIENDA DE MASCOTAS,EL PROVEEDOR DE TUS MASCOTAS II,AV. ESPAÑA 924 L1,2254,517890,10,BUENOS AIRES,,,,-37.1292116,-56.8892071
OSTENDE,VIVERO,NO ME OLVIDES-SHOW ROOM BOTÁNICO,AV. VÍCTOR HUGO 2070,2254,510607,10,BUENOS AIRES,,,,-37.1293804,-56.8982538
OSTENDE,ZAPATERÍA,CALZADO CAMILA II,AV. VÍCTOR HUGO 1860,2254,495089,10,BUENOS AIRES,,,,-37.1296345,-56.8954111
PEDRO LURO,ARTÍCULOS DE CAMPING Y PESCA,EL ANZUELO MÁGICO,VILLA NIELSEN,2928,421034,15,BUENOS AIRES,,,,-39.5027145,-62.6869493
PEDRO LURO,DEPORTE,PIERINO CALZADOS,CALLE 1 Nº 1026,2928,410910,15,BUENOS AIRES,,,,-39.5027145,-62.6869493
PEDRO LURO,INDUMENTARIA,TAURO'S VAQUERÍA,CALLE 1 Nº1042,2928,410582,15,BUENOS AIRES,,,,-39.5054847,-62.6844383
PEDRO LURO,LIBRERÍA,HUJOMAR,CALLE 1 Nº 1042,2928,410582,15,BUENOS AIRES,,,,-39.5027145,-62.6869493
PEHUAJÓ,DEPORTE,PLANETA SPORT,R. ALFONSÍN 328,2396,409755,15,BUENOS AIRES,,,,-35.8130256,-61.8974477
PEHUAJÓ,INDUMENTARIA,ALFIS JEAN,ALEM 570,2396,401221,15,BUENOS AIRES,,,,-35.8121359,-61.8975885
PEHUAJÓ,INDUMENTARIA,KEVINGSTON -PEHUAJÓ,R. ALFONSÍN 476,2396,409119,15,BUENOS AIRES,,,,-35.8118426,-61.8988653
